,Final_Portfolio_Value
351,1.4916034586671751
352,1.1420472997797477
353,0.9210641804289849
354,1.2681248334895074
355,0.9186347045566885
356,1.093379447771169
357,1.0134269474426107
358,1.0084516924544786
359,1.275023224197834
360,1.4945372522958031
361,1.0467226165846957
362,0.9191961208115049
363,1.2777088061520423
364,1.0857810836613115
365,1.1106878631476504
366,1.6038775766125484
367,1.4342367530359532
368,1.025966791063944
369,0.830689493057103
370,0.8739184033751989
371,1.0107535136881727
372,0.8318846084187242
373,1.0340438223898847
374,1.0780705857376682
375,1.307699623307684
376,1.3427088055060132
377,1.129655269528705
378,1.1731168600396507
379,1.150393596551857
380,1.1984066491766505
381,1.2558727479976386
382,1.0886804562888588
383,1.1492912348606474
384,1.2102446236655349
385,1.1863881820705366
386,1.4688628050462642
387,0.8469159119026309
388,1.5108784620883804
389,1.1114777280161272
390,1.2286460850727747
391,1.2896426318436285
392,1.1860469254355466
393,0.7222683251110719
394,1.3708798183648585
395,1.1171104656844073
396,0.7935152247166123
397,1.0004344392376336
398,1.001928566644092
399,1.2125136308805555
400,0.8893730057464522
401,1.2651727200622258
402,1.1572096079625729
403,0.8660215091873251
404,1.3269525855208533
405,0.9929209126551587
406,1.2788920366327154
407,1.5175144764386956
408,1.0871926763674564
409,1.3683463734694385
410,1.038476620198512
411,1.196829229748162
412,0.9178129878659115
413,1.1637075651695479
414,0.8632470382146658
415,1.0054083315785527
416,1.410557379489207
417,1.6345721757088365
418,1.1196309671697329
419,1.5827872734773607
420,0.7851489640128291
421,0.9880018642852785
422,1.0751721641134213
423,1.0332020264234583
424,0.7207797866933098
425,1.0097212127227402
426,1.5961341355493586
427,0.6605944355013068
428,0.9260054878977856
429,1.3409361869787313
430,1.07297035986261
431,1.4710835388636365
432,1.4799757874987256
433,1.8607712660744131
434,1.1134579937297302
435,1.3983992826546483
436,1.2248344730288185
437,1.372959387689845
438,0.8576208064277707
439,0.8462291978367843
440,1.3776907954519948
441,0.9302723032217148
442,0.9016846344490833
443,0.8355697155257658
444,0.8886032664779294
445,1.1267045747756776
446,1.2946364703336626
447,0.9243833160966327
448,0.9519998937656812
449,1.2076615979088468
450,0.863080674754951
451,1.1408732475910712
452,1.5202699175872418
453,0.9533905981040509
454,1.2006400526175451
455,1.0712985655271001
456,1.4031909611112676
457,1.485075196987314
458,0.7526351947544528
459,1.1283769347306458
460,1.2808511913641367
461,0.7872231676038527
462,0.9424968153048174
463,1.0903788883305896
464,0.989721354210977
465,1.7599617180160112
466,1.3235760562971572
467,0.9799464753921587
468,1.2511206213284014
469,1.2024016104853672
470,0.670178795781619
471,0.9365572184466351
472,1.1337128567426875
473,0.8862496118832642
474,1.2041700775198547
475,0.6993835019007154
476,1.6625483809836334
477,0.8917904005678011
478,1.1673237978804625
479,0.7849956207999206
480,1.098690760573434
481,1.936140750280015
482,1.3447237012796844
483,0.7957268019618963
484,0.7673728748467689
485,1.0139049239198266
486,0.8690690066640021
487,0.8673638743496277
488,1.2319859199078451
489,1.5130642749109793
490,1.4602050021078112
491,1.917795961572964
492,0.8902899651332518
493,1.1245129245025351
494,1.3162436235497785
495,1.7326844573572164
496,1.3756270510665458
497,1.2406016435927896
498,1.0306074229086473
499,1.7049259167047832
500,1.3159692471136968
501,1.40689290456652
502,1.0867479099011181
503,0.9467802409899333
504,1.5087891545182923
505,1.2422179294318556
506,0.9344204814024141
507,1.088200078753173
508,1.2787738423075161
509,0.9373861277193846
510,1.0669845238233389
511,1.552293226398622
512,1.42659986631418
513,1.2203432620951618
514,1.2876092318388592
515,1.4028604910554028
516,0.9928932854139407
517,1.1113855141700937
518,1.2715755413967254
519,1.1049568625641937
520,0.6584706779250438
521,1.2047303292417169
522,1.6384293548987836
523,1.5582034756490115
524,0.8651840881063951
525,1.090564882430847
526,0.9021215914409855
527,1.389521474249641
528,1.0492445462259745
529,1.1587823089277887
530,1.341992335268365
531,0.9651824623985293
532,0.7992099457206793
533,1.370750899070682
534,1.5177404873941114
535,1.3492289030137645
536,1.4603279001641256
537,1.3018218521252523
538,0.834698804153962
539,1.1479420391997301
540,0.8108810729727981
541,1.2505889404713322
542,0.527927227040105
543,0.9335047576192078
544,1.1686369894214985
545,1.4040033544615649
546,0.9943772107317291
547,1.1558392445716388
548,0.8856830135235718
